chr6	159500834	159556753	TAGAP
chr1	47686518	47715001	TAL1
chr1	47780992	47782224	TAL1
chr22	19743002	19744600	TBX1
chr12	115108534	115114864	TBX3
chr12	114701207	114704691	TBX5
chr12	114703515	114705515	TBX5
chr6	133891802	133893600	TCF21
chr10	112997590	112999590	TCF7L2
chr10	113048143	113050143	TCF7L2
chr5	1285401	1287401	TERT
chr5	1286079	1288079	TERT
chr5	1310402	1340200	TERT
chr5	1340202	1344600	TERT
chr5	1344602	1345400	TERT
chr21	42375804	42377804	TFF1
chr21	42375385	42377385	TFF1
chr11	2190002	2193400	TH
chr3	24161002	24167400	THRB
chr16	68772402	68807200	TMED6, JMJD2C
chr9	6364683	6366683	TMED6, TPD52L3, JMJD2C
chr6	31573531	31575531	TNF
chr6	31573699	31575699	TNF
chr6	137873929	137875929	TNFAIP3
chr8	23081971	23083971	TNFRSF10A
chr12	6310602	6347200	TNFRSF1A
chr20	43939402	43940200	TOX2
chr16	52551429	52553429	TOX3
chr16	52564276	52566276	TOX3
chr17	7465277	7467277	TP53
chr17	7533739	7540240	TP53
chr17	7576044	7581735	TP53
chr17	7619676	7621676	TP53
chr17	6937677	6939677	TP53
chr17	8026685	8026835	TP53
chr17	8022920	8023130	TP53
chr5	110840002	110842200	TSLP
chr19	10408388	10410388	TYK2, ICAM3
chr2	199915014	199917014	TYW5
chr11	73694402	73696200	UCP2
chr22	45279797	45281797	UPK3A
chr10	127505002	127508800	UROS
chr13	27523026	27725680	USP12
chr15	62098409	62100409	VPS13C
chr4	6292002	6301400	WFS1
chr22	29195757	29197757	XBP1
chr6	37805802	37809800	ZFAND3
chr20	47895202	47912200	ZFAS1
chr14	68787402	68787600	ZFP36L1
chr17	73009373	73011373	ZIP11
chr17	73010802	73019200	ZIP11
chr20	63961894	63963894	ZNF512B
