id	chr	start	end	diseasetype	targetgene
DE_00031	chr11	31674402	31674600	Aniridia	PAX6
DE_00032	chr11	31675402	31679800	Aniridia	PAX6
DE_00033	chr11	31685602	31685800	Aniridia	PAX6
DE_00034	chr11	31693002	31693400	Aniridia	PAX6
DE_00035	chr11	31693402	31694200	Aniridia	PAX6
DE_00036	chr11	31703802	31704000	Aniridia	PAX6
DE_00037	chr11	31711802	31712000	Aniridia	PAX6
DE_00038	chr11	31732802	31733000	Aniridia	PAX6
DE_00039	chr11	31741802	31742200	Aniridia	PAX6
DE_00040	chr11	31744402	31744800	Aniridia	PAX6
DE_00041	chr11	31746802	31747200	Aniridia	PAX6
DE_00042	chr11	31749802	31750000	Aniridia	PAX6
DE_00043	chr11	31768802	31769200	Aniridia	PAX6
DE_00044	chr11	31771802	31772400	Aniridia	PAX6
DE_00045	chr11	31777802	31778200	Aniridia	PAX6
DE_00046	chr11	31778202	31779400	Aniridia	PAX6
DE_00047	chr11	31783202	31783600	Aniridia	PAX6
DE_00048	chr11	31784602	31787000	Aniridia	PAX6
DE_00049	chr11	31788602	31792000	Aniridia	PAX6
DE_00050	chr11	31794402	31794600	Aniridia	PAX6
DE_00051	chr11	31800002	31802600	Aniridia	PAX6
DE_00052	chr11	31685581	31686174	Aniridia	PAX6
DE_00053	chr11	8288480	8290480	Acute lymphoblastic leukemia	LMO
DE_00054	chr12	114703515	114705515	Isolated congenital heart defect	TBX5
DE_00055	chr13	27522802	27547000	Colorectal cancer	USP12
DE_00056	chr13	73880202	73885400	Esophageal carcinoma	KLF5
DE_00057	chr13	73896802	73897000	Esophageal carcinoma	KLF5
DE_00058	chr13	73897202	73897600	Esophageal carcinoma	KLF5
DE_00059	chr13	73897602	73902600	Esophageal carcinoma	KLF5
DE_00060	chr13	73905402	73917400	Esophageal carcinoma	KLF5
DE_00061	chr13	73922002	73922600	Esophageal carcinoma	KLF5
DE_00062	chr13	73925602	73926000	Esophageal carcinoma	KLF5
DE_00063	chr13	73927602	73930800	Esophageal carcinoma	KLF5
DE_00064	chr13	73932802	73933600	Esophageal carcinoma	KLF5
DE_00065	chr13	73937602	73938600	Esophageal carcinoma	KLF5
DE_00066	chr13	73938602	73945000	Esophageal carcinoma	KLF5
DE_00067	chr13	73945002	73945200	Esophageal carcinoma	KLF5
DE_00068	chr13	73946402	73948200	Esophageal carcinoma	KLF5
DE_00069	chr13	73954802	73956600	Esophageal carcinoma	KLF5
DE_00070	chr13	73958002	73959200	Esophageal carcinoma	KLF5
DE_00071	chr13	73959202	73959600	Esophageal carcinoma	KLF5
DE_00072	chr13	73964002	73965000	Esophageal carcinoma	KLF5
DE_00073	chr13	73966602	73967200	Esophageal carcinoma	KLF5
DE_00074	chr13	73967402	73969800	Esophageal carcinoma	KLF5
DE_00075	chr13	73970202	73976400	Esophageal carcinoma	KLF5
DE_00076	chr13	73977402	73978400	Esophageal carcinoma	KLF5
DE_00077	chr13	73979202	73979400	Esophageal carcinoma	KLF5
DE_00078	chr13	73979802	73981000	Esophageal carcinoma	KLF5
DE_00079	chr13	73982945	73982960	Esophageal carcinoma	KLF5
DE_00080	chr13	73983802	74007200	Esophageal carcinoma	KLF5
DE_00081	chr13	74007202	74007600	Esophageal carcinoma	KLF5
DE_00082	chr13	74007602	74008400	Esophageal carcinoma	KLF5
DE_00083	chr13	74008402	74008800	Esophageal carcinoma	KLF5
DE_00084	chr13	74008802	74010600	Esophageal carcinoma	KLF5
DE_00085	chr13	74021802	74026600	Esophageal carcinoma	KLF5
DE_00086	chr13	74035802	74036600	Esophageal carcinoma	KLF5
DE_00087	chr13	74036602	74042200	Esophageal carcinoma	KLF5
DE_00088	chr13	73880202	73885400	Head and neck squamous cell carcinoma	KLF5
DE_00089	chr13	73896802	73897000	Head and neck squamous cell carcinoma	KLF5
DE_00090	chr13	73897202	73897600	Head and neck squamous cell carcinoma	KLF5
DE_00091	chr13	73897602	73902600	Head and neck squamous cell carcinoma	KLF5
DE_00092	chr13	73905402	73917400	Head and neck squamous cell carcinoma	KLF5
DE_00093	chr13	73922002	73922600	Head and neck squamous cell carcinoma	KLF5
DE_00094	chr13	73925602	73926000	Head and neck squamous cell carcinoma	KLF5
DE_00095	chr13	73927602	73930800	Head and neck squamous cell carcinoma	KLF5
DE_00096	chr13	73932802	73933600	Head and neck squamous cell carcinoma	KLF5
DE_00097	chr13	73937602	73938600	Head and neck squamous cell carcinoma	KLF5
DE_00098	chr13	73938602	73945000	Head and neck squamous cell carcinoma	KLF5
DE_00099	chr13	73945002	73945200	Head and neck squamous cell carcinoma	KLF5
DE_00100	chr13	73946402	73948200	Head and neck squamous cell carcinoma	KLF5
DE_00101	chr13	73954802	73956600	Head and neck squamous cell carcinoma	KLF5
DE_00102	chr13	73958002	73959200	Head and neck squamous cell carcinoma	KLF5
DE_00103	chr13	73959202	73959600	Head and neck squamous cell carcinoma	KLF5
DE_00104	chr13	73964002	73965000	Head and neck squamous cell carcinoma	KLF5
DE_00105	chr13	73966602	73967200	Head and neck squamous cell carcinoma	KLF5
DE_00106	chr13	73967402	73969800	Head and neck squamous cell carcinoma	KLF5
DE_00107	chr13	73970202	73976400	Head and neck squamous cell carcinoma	KLF5
DE_00108	chr13	73977402	73978400	Head and neck squamous cell carcinoma	KLF5
DE_00109	chr13	73979202	73979400	Head and neck squamous cell carcinoma	KLF5
DE_00110	chr13	73979802	73981000	Head and neck squamous cell carcinoma	KLF5
DE_00111	chr13	73982945	73982960	Head and neck squamous cell carcinoma	KLF5
DE_00112	chr13	73983802	74007200	Head and neck squamous cell carcinoma	KLF5
DE_00113	chr15	54198602	54198800	Prostate cancer	"BCL2, PYGO1"
DE_00114	chr15	54202002	54203000	Prostate cancer	"BCL2, PYGO1"
DE_00115	chr15	54203002	54203600	Prostate cancer	"BCL2, PYGO1"
DE_00116	chr17	67814802	67817600	Pierre robin sequence	SOX9
DE_00117	chr17	67823602	67823800	Pierre robin sequence	SOX9
DE_00118	chr17	67823802	67825200	Pierre robin sequence	SOX9
DE_00119	chr17	67830402	67830800	Pierre robin sequence	SOX9
DE_00120	chr17	67842202	67842600	Pierre robin sequence	SOX9
DE_00121	chr17	67848602	67848800	Pierre robin sequence	SOX9
DE_00122	chr17	67849402	67851400	Pierre robin sequence	SOX9
DE_00123	chr17	67852402	67855200	Pierre robin sequence	SOX9
DE_00124	chr17	67856002	67856600	Pierre robin sequence	SOX9
DE_00125	chr17	67856602	67857200	Pierre robin sequence	SOX9
DE_00126	chr17	67858802	67860000	Pierre robin sequence	SOX9
DE_00127	chr17	67860002	67860400	Pierre robin sequence	SOX9
DE_00128	chr17	67860402	67861000	Pierre robin sequence	SOX9
DE_00129	chr17	67861002	67862200	Pierre robin sequence	SOX9
DE_00130	chr17	67862202	67869200	Pierre robin sequence	SOX9
DE_00131	chr17	67869602	67871800	Pierre robin sequence	SOX9
DE_00132	chr17	67874202	67875800	Pierre robin sequence	SOX9
DE_00133	chr17	67875802	67876400	Pierre robin sequence	SOX9
DE_00134	chr17	67877002	67879000	Pierre robin sequence	SOX9
DE_00135	chr17	67879602	67880000	Pierre robin sequence	SOX9
DE_00136	chr17	67880602	67881000	Pierre robin sequence	SOX9
DE_00137	chr17	67881002	67881200	Pierre robin sequence	SOX9
DE_00138	chr17	67891602	67892000	Pierre robin sequence	SOX9
DE_00139	chr17	67892002	67893400	Pierre robin sequence	SOX9
DE_00140	chr17	67893602	67893800	Pierre robin sequence	SOX9
DE_00141	chr17	67894002	67894200	Pierre robin sequence	SOX9
DE_00142	chr17	67894802	67895200	Pierre robin sequence	SOX9
DE_00143	chr17	67896602	67898000	Pierre robin sequence	SOX9
DE_00144	chr17	67902802	67903600	Pierre robin sequence	SOX9
DE_00145	chr17	67903602	67906400	Pierre robin sequence	SOX9
DE_00146	chr17	67908802	67910400	Pierre robin sequence	SOX9
DE_00147	chr17	67932802	67933000	Pierre robin sequence	SOX9
DE_00148	chr17	67933002	67933800	Pierre robin sequence	SOX9
DE_00149	chr17	67940202	67947400	Pierre robin sequence	SOX9
DE_00150	chr17	67956602	67957000	Pierre robin sequence	SOX9
DE_00151	chr17	67957002	67957200	Pierre robin sequence	SOX9
DE_00152	chr17	67957202	67958600	Pierre robin sequence	SOX9
DE_00153	chr17	67958802	67959000	Pierre robin sequence	SOX9
DE_00154	chr17	67959002	67960000	Pierre robin sequence	SOX9
DE_00155	chr17	67963202	67966400	Pierre robin sequence	SOX9
DE_00156	chr17	67976802	67977600	Pierre robin sequence	SOX9
DE_00157	chr17	67989002	67989400	Pierre robin sequence	SOX9
DE_00158	chr17	67989402	67989800	Pierre robin sequence	SOX9
DE_00159	chr17	67993202	67994200	Pierre robin sequence	SOX9
DE_00160	chr17	68005202	68005800	Pierre robin sequence	SOX9
DE_00161	chr17	68005802	68006200	Pierre robin sequence	SOX9
DE_00162	chr17	68006202	68006400	Pierre robin sequence	SOX9
DE_00163	chr17	68007402	68008600	Pierre robin sequence	SOX9
DE_00164	chr17	68017602	68017800	Pierre robin sequence	SOX9
DE_00165	chr17	68017802	68018400	Pierre robin sequence	SOX9
DE_00166	chr17	68024802	68028000	Pierre robin sequence	SOX9
DE_00167	chr17	68029402	68031200	Pierre robin sequence	SOX9
DE_00168	chr17	68031202	68032200	Pierre robin sequence	SOX9
DE_00169	chr17	68036202	68037200	Pierre robin sequence	SOX9
DE_00170	chr17	68037202	68038200	Pierre robin sequence	SOX9
DE_00171	chr17	68038202	68038800	Pierre robin sequence	SOX9
DE_00172	chr17	68049202	68052200	Pierre robin sequence	SOX9
DE_00173	chr17	68055202	68055600	Pierre robin sequence	SOX9
DE_00174	chr17	68055602	68056000	Pierre robin sequence	SOX9
DE_00175	chr17	68056802	68057200	Pierre robin sequence	SOX9
DE_00176	chr17	68063202	68064000	Pierre robin sequence	SOX9
DE_00177	chr17	68066002	68066200	Pierre robin sequence	SOX9
DE_00178	chr17	68066202	68066600	Pierre robin sequence	SOX9
DE_00179	chr17	68066602	68068400	Pierre robin sequence	SOX9
DE_00180	chr17	68068802	68073200	Pierre robin sequence	SOX9
DE_00181	chr17	68073202	68073400	Pierre robin sequence	SOX9
DE_00182	chr17	68073402	68074200	Pierre robin sequence	SOX9
DE_00183	chr17	68075002	68075200	Pierre robin sequence	SOX9
DE_00184	chr17	68077002	68078000	Pierre robin sequence	SOX9
DE_00185	chr17	68078545	68078943	Pierre robin sequence	SOX9
DE_00186	chr17	68080002	68080400	Pierre robin sequence	SOX9
DE_00187	chr17	68082402	68083600	Pierre robin sequence	SOX9
DE_00188	chr17	68085202	68085600	Pierre robin sequence	SOX9
DE_00189	chr17	68085602	68087800	Pierre robin sequence	SOX9
DE_00190	chr17	68087802	68089200	Pierre robin sequence	SOX9
DE_00191	chr17	68095402	68097400	Pierre robin sequence	SOX9
DE_00192	chr17	68098602	68099200	Pierre robin sequence	SOX9
DE_00193	chr17	68100802	68101400	Pierre robin sequence	SOX9
DE_00194	chr17	68103202	68107600	Pierre robin sequence	SOX9
DE_00195	chr17	68115402	68116000	Pierre robin sequence	SOX9
DE_00196	chr17	68116202	68119400	Pierre robin sequence	SOX9
DE_00197	chr17	68119402	68121200	Pierre robin sequence	SOX9
DE_00198	chr17	68121202	68122800	Pierre robin sequence	SOX9
DE_00199	chr17	68124002	68124800	Pierre robin sequence	SOX9
DE_00200	chr17	68125802	68126400	Pierre robin sequence	SOX9
DE_00201	chr17	68127333	68127525	Pierre robin sequence	SOX9
DE_00202	chr17	68128202	68129800	Pierre robin sequence	SOX9
DE_00203	chr17	68132202	68135600	Pierre robin sequence	SOX9
DE_00204	chr17	68135602	68137600	Pierre robin sequence	SOX9
DE_00205	chr17	68153202	68156000	Pierre robin sequence	SOX9
DE_00206	chr17	68157002	68157200	Pierre robin sequence	SOX9
DE_00207	chr17	68160402	68164000	Pierre robin sequence	SOX9
DE_00208	chr17	68164002	68164600	Pierre robin sequence	SOX9
DE_00209	chr17	68164602	68165000	Pierre robin sequence	SOX9
DE_00210	chr17	68166402	68166600	Pierre robin sequence	SOX9
DE_00211	chr17	68167402	68178600	Pierre robin sequence	SOX9
DE_00212	chr17	68179202	68180000	Pierre robin sequence	SOX9
DE_00213	chr17	68180402	68184800	Pierre robin sequence	SOX9
DE_00214	chr17	68184802	68185000	Pierre robin sequence	SOX9
DE_00215	chr17	68187402	68188000	Pierre robin sequence	SOX9
DE_00216	chr17	68192202	68192400	Pierre robin sequence	SOX9
DE_00217	chr17	68192402	68193600	Pierre robin sequence	SOX9
DE_00218	chr17	68193802	68194200	Pierre robin sequence	SOX9
DE_00219	chr17	68194202	68195000	Pierre robin sequence	SOX9
DE_00220	chr17	68198402	68199200	Pierre robin sequence	SOX9
DE_00221	chr17	68200002	68204000	Pierre robin sequence	SOX9
DE_00222	chr17	68204002	68205600	Pierre robin sequence	SOX9
DE_00223	chr17	68208402	68208600	Pierre robin sequence	SOX9
DE_00224	chr17	68211402	68213000	Pierre robin sequence	SOX9
DE_00225	chr17	68223602	68224000	Pierre robin sequence	SOX9
DE_00226	chr17	68233602	68236200	Pierre robin sequence	SOX9
DE_00227	chr17	68237402	68237600	Pierre robin sequence	SOX9
DE_00228	chr17	68239002	68239600	Pierre robin sequence	SOX9
DE_00229	chr17	68250402	68250800	Pierre robin sequence	SOX9
DE_00230	chr17	68250802	68253800	Pierre robin sequence	SOX9
DE_00231	chr17	68253802	68254200	Pierre robin sequence	SOX9
DE_00232	chr17	68254402	68256200	Pierre robin sequence	SOX9
DE_00233	chr17	68257002	68257200	Pierre robin sequence	SOX9
DE_00234	chr17	68257202	68257800	Pierre robin sequence	SOX9
DE_00235	chr17	68261202	68262200	Pierre robin sequence	SOX9
DE_00236	chr17	68262582	68262864	Pierre robin sequence	SOX9
DE_00237	chr17	68264802	68265000	Pierre robin sequence	SOX9
DE_00238	chr17	68266602	68266800	Pierre robin sequence	SOX9
DE_00239	chr17	68266802	68267600	Pierre robin sequence	SOX9
DE_00240	chr17	68270202	68271200	Pierre robin sequence	SOX9
DE_00241	chr17	68274802	68275600	Pierre robin sequence	SOX9
DE_00242	chr17	68282202	68284200	Pierre robin sequence	SOX9
DE_00243	chr17	68284202	68285165	Pierre robin sequence	SOX9
DE_00244	chr17	68285202	68287000	Pierre robin sequence	SOX9
DE_00245	chr17	68288690	68288834	Pierre robin sequence	SOX9
DE_00246	chr17	68289402	68289600	Pierre robin sequence	SOX9
DE_00247	chr17	68289602	68290800	Pierre robin sequence	SOX9
DE_00248	chr17	68291002	68293000	Pierre robin sequence	SOX9
DE_00249	chr17	68293202	68295000	Pierre robin sequence	SOX9
DE_00250	chr17	68295074	68295800	Pierre robin sequence	SOX9
DE_00251	chr17	68300202	68300400	Pierre robin sequence	SOX9
DE_00252	chr17	68302402	68304800	Pierre robin sequence	SOX9
DE_00253	chr17	68304802	68305000	Pierre robin sequence	SOX9
DE_00254	chr17	68305002	68307000	Pierre robin sequence	SOX9
DE_00255	chr17	68307002	68307400	Pierre robin sequence	SOX9
DE_00256	chr17	68309202	68311800	Pierre robin sequence	SOX9
DE_00257	chr17	68314002	68314600	Pierre robin sequence	SOX9
DE_00258	chr17	68328202	68329200	Pierre robin sequence	SOX9
DE_00259	chr17	68339310	68339602	Pierre robin sequence	SOX9
DE_00260	chr17	68340002	68340200	Pierre robin sequence	SOX9
DE_00261	chr17	68340202	68341200	Pierre robin sequence	SOX9
DE_00262	chr17	68342202	68343000	Pierre robin sequence	SOX9
DE_00263	chr17	68353202	68354000	Pierre robin sequence	SOX9
DE_00264	chr17	68357202	68357600	Pierre robin sequence	SOX9
DE_00265	chr17	68360802	68363000	Pierre robin sequence	SOX9
DE_00266	chr17	68363002	68363200	Pierre robin sequence	SOX9
DE_00267	chr17	68371602	68374400	Pierre robin sequence	SOX9
DE_00268	chr17	68401202	68402600	Pierre robin sequence	SOX9
DE_00269	chr17	68430602	68432000	Pierre robin sequence	SOX9
DE_00270	chr17	68444202	68444400	Pierre robin sequence	SOX9
DE_00271	chr17	68450602	68451000	Pierre robin sequence	SOX9
DE_00272	chr17	68468802	68469000	Pierre robin sequence	SOX9
DE_00273	chr17	68470802	68473400	Pierre robin sequence	SOX9
DE_00274	chr17	68474802	68475800	Pierre robin sequence	SOX9
DE_00275	chr17	68488202	68488600	Pierre robin sequence	SOX9
DE_00276	chr17	68488602	68489000	Pierre robin sequence	SOX9
DE_00277	chr17	68494802	68496000	Pierre robin sequence	SOX9
DE_00278	chr17	68498002	68498200	Pierre robin sequence	SOX9
DE_00279	chr17	68498402	68498600	Pierre robin sequence	SOX9
DE_00280	chr17	68502002	68502400	Pierre robin sequence	SOX9
DE_00281	chr17	68517202	68518600	Pierre robin sequence	SOX9
DE_00282	chr17	68523202	68524030	Pierre robin sequence	SOX9
DE_00283	chr17	68527002	68527200	Pierre robin sequence	SOX9
DE_00284	chr17	68527602	68527800	Pierre robin sequence	SOX9
DE_00285	chr17	68527802	68528000	Pierre robin sequence	SOX9
DE_00286	chr17	68531202	68531800	Pierre robin sequence	SOX9
DE_00287	chr17	68535002	68536600	Pierre robin sequence	SOX9
DE_00288	chr17	68538602	68539800	Pierre robin sequence	SOX9
DE_00289	chr17	68540402	68540800	Pierre robin sequence	SOX9
DE_00290	chr17	68548002	68552000	Pierre robin sequence	SOX9
DE_00291	chr17	68554202	68556000	Pierre robin sequence	SOX9
DE_00292	chr17	68556002	68556400	Pierre robin sequence	SOX9
DE_00293	chr17	68559002	68561000	Pierre robin sequence	SOX9
DE_00294	chr17	68566002	68566600	Pierre robin sequence	SOX9
DE_00295	chr17	68584202	68584800	Pierre robin sequence	SOX9
DE_00296	chr17	68599402	68616200	Pierre robin sequence	SOX9
DE_00297	chr17	68616802	68618600	Pierre robin sequence	SOX9
DE_00298	chr17	68618602	68619800	Pierre robin sequence	SOX9
DE_00299	chr17	68620202	68621200	Pierre robin sequence	SOX9
DE_00300	chr17	68634202	68634400	Pierre robin sequence	SOX9
DE_00301	chr17	68640202	68641200	Pierre robin sequence	SOX9
DE_00302	chr17	68641202	68641400	Pierre robin sequence	SOX9
DE_00303	chr17	68649802	68652600	Pierre robin sequence	SOX9
DE_00304	chr17	68654002	68655400	Pierre robin sequence	SOX9
DE_00305	chr17	68656202	68658600	Pierre robin sequence	SOX9
DE_00306	chr17	68664602	68665000	Pierre robin sequence	SOX9
DE_00307	chr17	68672202	68672400	Pierre robin sequence	SOX9
DE_00308	chr17	68674002	68675000	Pierre robin sequence	SOX9
DE_00309	chr17	68675002	68676000	Pierre robin sequence	SOX9
DE_00310	chr17	68676002	68676200	Pierre robin sequence	SOX9
DE_00311	chr17	68683002	68683800	Pierre robin sequence	SOX9
DE_00312	chr17	68684202	68684800	Pierre robin sequence	SOX9
DE_00313	chr17	68685802	68686000	Pierre robin sequence	SOX9
DE_00314	chr17	68686002	68686200	Pierre robin sequence	SOX9
DE_00315	chr17	68687202	68688000	Pierre robin sequence	SOX9
DE_00316	chr17	68695802	68696400	Pierre robin sequence	SOX9
DE_00317	chr17	68705402	68706600	Pierre robin sequence	SOX9
DE_00318	chr17	68747602	68747800	Pierre robin sequence	SOX9
DE_00319	chr17	68763202	68764400	Pierre robin sequence	SOX9
DE_00320	chr17	68764402	68765200	Pierre robin sequence	SOX9
DE_00321	chr17	68766002	68766800	Pierre robin sequence	SOX9
DE_00322	chr17	68767802	68768200	Pierre robin sequence	SOX9
DE_00323	chr17	68768202	68768600	Pierre robin sequence	SOX9
DE_00324	chr17	68768602	68768800	Pierre robin sequence	SOX9
DE_00325	chr17	68778202	68779200	Pierre robin sequence	SOX9
DE_00326	chr17	68782002	68783000	Pierre robin sequence	SOX9
DE_00327	chr17	68800002	68801000	Pierre robin sequence	SOX9
DE_00328	chr17	68806602	68807400	Pierre robin sequence	SOX9
DE_00329	chr17	68809402	68809800	Pierre robin sequence	SOX9
DE_00330	chr17	68811202	68811400	Pierre robin sequence	SOX9
DE_00331	chr17	68844602	68844800	Pierre robin sequence	SOX9
DE_00332	chr17	68844802	68846400	Pierre robin sequence	SOX9
DE_00333	chr17	68851202	68853000	Pierre robin sequence	SOX9
DE_00334	chr17	68853002	68854200	Pierre robin sequence	SOX9
DE_00335	chr17	68859602	68860600	Pierre robin sequence	SOX9
DE_00336	chr17	68862402	68862600	Pierre robin sequence	SOX9
DE_00337	chr17	68864402	68864800	Pierre robin sequence	SOX9
DE_00338	chr17	68865602	68866800	Pierre robin sequence	SOX9
DE_00339	chr17	68867202	68867400	Pierre robin sequence	SOX9
DE_00340	chr17	68867402	68868000	Pierre robin sequence	SOX9
DE_00341	chr17	68868602	68868800	Pierre robin sequence	SOX9
DE_00342	chr17	68868802	68869200	Pierre robin sequence	SOX9
DE_00343	chr17	68882202	68883200	Pierre robin sequence	SOX9
DE_00344	chr17	68898002	68898600	Pierre robin sequence	SOX9
DE_00345	chr17	68901402	68903800	Pierre robin sequence	SOX9
DE_00346	chr17	68905202	68905400	Pierre robin sequence	SOX9
DE_00347	chr17	68908802	68910600	Pierre robin sequence	SOX9
DE_00348	chr17	68914002	68915600	Pierre robin sequence	SOX9
DE_00349	chr17	68915602	68916000	Pierre robin sequence	SOX9
DE_00350	chr17	68918202	68919000	Pierre robin sequence	SOX9
DE_00351	chr17	68919002	68921200	Pierre robin sequence	SOX9
DE_00352	chr17	68925202	68925800	Pierre robin sequence	SOX9
DE_00353	chr17	68943933	68944102	Pierre robin sequence	SOX9
DE_00354	chr17	68951002	68952200	Pierre robin sequence	SOX9
DE_00355	chr17	68697977	68699977	Pierre robin sequence	SOX9
DE_00356	chr17	68734530	68736530	Pierre robin sequence	SOX9
DE_00357	chr17	68746322	68748322	Pierre robin sequence	SOX9
DE_00358	chr17	68771750	68773750	Pierre robin sequence	SOX9
DE_00359	chr17	69705542	69709331	Pierre robin sequence	SOX9
DE_00360	chr17	69705602	69706600	Pierre robin sequence	SOX9
DE_00361	chr19	41368422	41382174	Ovarian cancer	EGLN2
DE_00362	chr19	41367602	41372400	Ovarian cancer	EGLN2
DE_00363	chr19	41372802	41373000	Ovarian cancer	EGLN2
DE_00364	chr19	41374602	41375000	Ovarian cancer	EGLN2
DE_00365	chr19	41381002	41382800	Ovarian cancer	EGLN2
DE_00366	chr1	98514539	98516539	Schizophrenia	"MIR137, MIR2682"
DE_00367	chr1	98514539	98516539	Bipolar disorder	"MIR137, MIR2682"
DE_00368	chr20	47895202	47912200	Hepatocellular carcinoma	ZFAS1
DE_00369	chr20	48992602	49024200	Hepatocellular carcinoma	PARD6B
DE_00370	chr3	187777802	187780400	Acute lymphoblastic leukemia	BCL6
DE_00371	chr3	187781802	187783600	Acute lymphoblastic leukemia	BCL6
DE_00372	chr3	187784002	187785200	Acute lymphoblastic leukemia	BCL6
DE_00373	chr3	187785402	187786600	Acute lymphoblastic leukemia	BCL6
DE_00374	chr3	187787202	187787400	Acute lymphoblastic leukemia	BCL6
DE_00375	chr3	187789602	187790200	Acute lymphoblastic leukemia	BCL6
DE_00376	chr3	187790202	187790800	Acute lymphoblastic leukemia	BCL6
DE_00377	chr3	187793202	187796600	Acute lymphoblastic leukemia	BCL6
DE_00378	chr3	187798802	187801400	Acute lymphoblastic leukemia	BCL6
DE_00379	chr3	187801802	187802000	Acute lymphoblastic leukemia	BCL6
DE_00380	chr3	187802002	187804000	Acute lymphoblastic leukemia	BCL6
DE_00381	chr3	187806802	187811600	Acute lymphoblastic leukemia	BCL6
DE_00382	chr3	187811602	187811800	Acute lymphoblastic leukemia	BCL6
DE_00383	chr3	187813202	187813600	Acute lymphoblastic leukemia	BCL6
DE_00384	chr3	187815202	187816400	Acute lymphoblastic leukemia	BCL6
DE_00385	chr3	187817602	187818600	Acute lymphoblastic leukemia	BCL6
DE_00386	chr5	1310402	1340200	Neuroblastoma	TERT
DE_00387	chr5	1340202	1344600	Neuroblastoma	TERT
DE_00388	chr5	1344602	1345400	Neuroblastoma	TERT
DE_00389	chr6	151924219	151925969	Breast cancer	ESR1
DE_00390	chr6	151953109	151955347	Breast cancer	ESR1
DE_00391	chr6	152023958	152025191	Breast cancer	ESR1
DE_00392	chr6	152360377	152360720	Breast cancer	ESR1
DE_00393	chr6	159518202	159522400	Lymphocyte-mediated immune disorders	TAGAP
DE_00394	chr6	159523668	159523966	Lymphocyte-mediated immune disorders	TAGAP
DE_00395	chr6	159524402	159532000	Lymphocyte-mediated immune disorders	TAGAP
DE_00396	chr6	159534002	159544800	Lymphocyte-mediated immune disorders	TAGAP
DE_00397	chr6	159546202	159549800	Lymphocyte-mediated immune disorders	TAGAP
DE_00398	chr6	159551602	159553000	Lymphocyte-mediated immune disorders	TAGAP
DE_00399	chr6	159556002	159556400	Lymphocyte-mediated immune disorders	TAGAP
DE_00400	chr6	159500834	159556753	Lymphocyte-mediated immune disorders	TAGAP
DE_00401	chr6	74596274	74597932	Pancreatic cancer	CDKN2B
DE_00402	chr7	155857202	155857600	Preaxial polydactyly 2	SHH
DE_00403	chr7	155857602	155858000	Preaxial polydactyly 2	SHH
DE_00404	chr7	155858002	155858200	Preaxial polydactyly 2	SHH
DE_00405	chr7	155865802	155866600	Preaxial polydactyly 2	SHH
DE_00406	chr7	155866602	155866800	Preaxial polydactyly 2	SHH
DE_00407	chr7	155872802	155874000	Preaxial polydactyly 2	SHH
DE_00408	chr7	155887002	155888400	Preaxial polydactyly 2	SHH
DE_00409	chr7	155888802	155890200	Preaxial polydactyly 2	SHH
DE_00410	chr7	155892802	155893000	Preaxial polydactyly 2	SHH
DE_00411	chr7	155893002	155893600	Preaxial polydactyly 2	SHH
DE_00412	chr7	155898202	155898600	Preaxial polydactyly 2	SHH
DE_00413	chr7	155899002	155899800	Preaxial polydactyly 2	SHH
DE_00414	chr7	155909402	155909800	Preaxial polydactyly 2	SHH
